base_year,series,year,indicator,frequency,revision,industry,subindustry,institutional_sector,quarter,current_price,constant_price,unit
2022-23,Current,2022-23,Net Domestic Product,Annual,Final Estimates,,,,,22435360.877240315,22435360.877240308,₹ Crore
2022-23,Current,2024-25,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Crops,,,504223.04715085623,478344.80772834487,₹ Crore
2022-23,Current,2024-25,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Livestock,,,57236.82560966396,52884.25396744576,₹ Crore
2022-23,Current,2024-25,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Forestry and Logging,,,9604.306446503553,9104.786217397039,₹ Crore
2022-23,Current,2024-25,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",Fishing and Aquaculture,,,39898.777035969724,40220.879818108006,₹ Crore
2022-23,Current,2024-25,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Agriculture, Livestock, Forestry and Fishing",,,,610962.9562429935,580554.7277312957,₹ Crore
2022-23,Current,2024-25,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Mining and Quarrying,,,,158253.96026208848,148930.20441492248,₹ Crore
2022-23,Current,2024-25,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Manufacturing,,,,1350610.8636131578,1298416.5590271747,₹ Crore
2022-23,Current,2024-25,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Electricity, Gas, Water Supply & Other Utility Services",,,,700524.2475375455,662903.4798265769,₹ Crore
2022-23,Current,2024-25,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,Construction,,,,722428.8615458943,691885.0872087587,₹ Crore
2022-23,Current,2024-25,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",Trade & Repair Services,,,834641.2798382622,786302.7877078952,₹ Crore
2022-23,Current,2024-25,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",Hotels & Restaurants,,,219078.19606440084,212334.5034683618,₹ Crore
2022-23,Current,2024-25,Gross Capital Formation by Industry of Use,Annual,First Revised Estimates,"Trade, Repair, Hotels and Restaurants",,,,1053719.475902663,998637.291176257,₹ Crore
