base_year,series,year,indicator,frequency,revision,industry,subindustry,institutional_sector,quarter,current_price,constant_price,unit
2011-12,Current,2020-21,Gross Saving,Annual,First Revised Estimates,,,Public Non-Financial Corporations,,276059.4341458294,,₹ Crore
2011-12,Current,2020-21,Gross Saving,Annual,First Revised Estimates,,,Private Non-Financial Corporations,,1714017.5854044994,,₹ Crore
2011-12,Current,2020-21,Gross Saving,Annual,First Revised Estimates,,,Public Financial Corporations,,285034.60609470005,,₹ Crore
2011-12,Current,2020-21,Gross Saving,Annual,First Revised Estimates,,,Private Financial Corporations,,272228.80843977345,,₹ Crore
2011-12,Current,2020-21,Gross Saving,Annual,First Revised Estimates,,,General Government,,-1345477.976801587,,₹ Crore
2011-12,Current,2020-21,Gross Saving,Annual,First Revised Estimates,,,Households Including NPISH,,4390583.757601572,,₹ Crore
2011-12,Current,2020-21,Gross Saving,Annual,First Revised Estimates,,,Total Gross Saving,,5592446.214884788,,₹ Crore
2011-12,Current,2020-21,Gross Saving,Annual,First Revised Estimates,,,,,5592446.214884788,nan,₹ Crore
2011-12,Current,2020-21,Gross Saving,Annual,Second Revised Estimates,,,Public Non-Financial Corporations,,239430.68267220483,,₹ Crore
2011-12,Current,2020-21,Gross Saving,Annual,Second Revised Estimates,,,Private Non-Financial Corporations,,1854169.2597972804,,₹ Crore
2011-12,Current,2020-21,Gross Saving,Annual,Second Revised Estimates,,,Public Financial Corporations,,279414.60416670004,,₹ Crore
2011-12,Current,2020-21,Gross Saving,Annual,Second Revised Estimates,,,Private Financial Corporations,,233556.9471966592,,₹ Crore
2011-12,Current,2020-21,Gross Saving,Annual,Second Revised Estimates,,,General Government,,-1324419.8735311646,,₹ Crore
2011-12,Current,2020-21,Gross Saving,Annual,Second Revised Estimates,,,Households Including NPISH,,4434672.536879738,,₹ Crore
2011-12,Current,2020-21,Gross Saving,Annual,Second Revised Estimates,,,Total Gross Saving,,5716824.157181418,,₹ Crore
2011-12,Current,2020-21,Gross Saving,Annual,Second Revised Estimates,,,,,5716824.157181418,nan,₹ Crore
2011-12,Current,2020-21,Gross Saving,Annual,Third Revised Estimates,,,Public Non-Financial Corporations,,233567.0357922743,,₹ Crore
2011-12,Current,2020-21,Gross Saving,Annual,Third Revised Estimates,,,Private Non-Financial Corporations,,1855328.799443187,,₹ Crore
2011-12,Current,2020-21,Gross Saving,Annual,Third Revised Estimates,,,Public Financial Corporations,,280288.23416670004,,₹ Crore
2011-12,Current,2020-21,Gross Saving,Annual,Third Revised Estimates,,,Private Financial Corporations,,233556.9471569191,,₹ Crore
2011-12,Current,2020-21,Gross Saving,Annual,Third Revised Estimates,,,General Government,,-1321438.186649842,,₹ Crore
2011-12,Current,2020-21,Gross Saving,Annual,Third Revised Estimates,,,Households Including NPISH,,4505626.221977984,,₹ Crore
2011-12,Current,2020-21,Gross Saving,Annual,Third Revised Estimates,,,Total Gross Saving,,5786929.051887222,,₹ Crore
2011-12,Current,2020-21,Gross Saving,Annual,Third Revised Estimates,,,,,5786929.051887223,nan,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,First Revised Estimates,,,Public Non-Financial Corporations,,286810.30349139223,,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,First Revised Estimates,,,Private Non-Financial Corporations,,1898877.9896779398,,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,First Revised Estimates,,,Public Financial Corporations,,309950.0471027,,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,First Revised Estimates,,,Private Financial Corporations,,270776.0636785182,,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,First Revised Estimates,,,General Government,,-371256.13960747333,,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,First Revised Estimates,,,Households Including NPISH,,3990822.4272066075,,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,First Revised Estimates,,,Total Gross Saving,,6385980.691549685,,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,First Revised Estimates,,,,,6385980.691549685,nan,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,Second Revised Estimates,,,Public Non-Financial Corporations,,291751.7851482966,,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,Second Revised Estimates,,,Private Non-Financial Corporations,,1833429.3026614103,,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,Second Revised Estimates,,,Public Financial Corporations,,312171.71168169996,,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,Second Revised Estimates,,,Private Financial Corporations,,270773.82672935043,,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,Second Revised Estimates,,,General Government,,-641332.3653578765,,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,Second Revised Estimates,,,Households Including NPISH,,3929147.711252823,,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,Second Revised Estimates,,,Total Gross Saving,,5995941.972115704,,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,Second Revised Estimates,,,,,5995941.972115704,nan,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,Third Revised Estimates,,,Public Non-Financial Corporations,,292430.01202146907,,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,Third Revised Estimates,,,Private Non-Financial Corporations,,1839009.0419204612,,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,Third Revised Estimates,,,Public Financial Corporations,,312703.3016817,,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,Third Revised Estimates,,,Private Financial Corporations,,211990.87370611864,,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,Third Revised Estimates,,,General Government,,-560170.6855278295,,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,Third Revised Estimates,,,Households Including NPISH,,3845172.664723138,,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,Third Revised Estimates,,,Total Gross Saving,,5941135.208525057,,₹ Crore
2011-12,Current,2019-20,Gross Saving,Annual,Third Revised Estimates,,,,,5941135.208525058,nan,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,First Revised Estimates,,,Public Non-Financial Corporations,,256238,,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,First Revised Estimates,,,Private Non-Financial Corporations,,1804159,,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,First Revised Estimates,,,Public Financial Corporations,,177050,,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,First Revised Estimates,,,Private Financial Corporations,,177026,,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,First Revised Estimates,,,General Government,,-148314,,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,First Revised Estimates,,,Households Including NPISH,,3446760,,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,First Revised Estimates,,,Total Gross Saving,,5712919.0,,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,First Revised Estimates,,,,,5712920.0,nan,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,Second Revised Estimates,,,Public Non-Financial Corporations,,243006.00702713314,,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,Second Revised Estimates,,,Private Non-Financial Corporations,,1809918.585392008,,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,Second Revised Estimates,,,Public Financial Corporations,,176233.00436646675,,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,Second Revised Estimates,,,Private Financial Corporations,,183327.57138398156,,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,Second Revised Estimates,,,General Government,,-282010.2533493882,,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,Second Revised Estimates,,,Households Including NPISH,,3646485.1393854367,,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,Second Revised Estimates,,,Total Gross Saving,,5776960.054205637,,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,Second Revised Estimates,,,,,5776960.054205638,nan,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,Third Revised Estimates,,,Public Non-Financial Corporations,,250796.94244892662,,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,Third Revised Estimates,,,Private Non-Financial Corporations,,1810420.5036244735,,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,Third Revised Estimates,,,Public Financial Corporations,,177963.67436646676,,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,Third Revised Estimates,,,Private Financial Corporations,,175754.92617912038,,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,Third Revised Estimates,,,General Government,,-259127.30161819942,,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,Third Revised Estimates,,,Households Including NPISH,,3844581.56695121,,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,Third Revised Estimates,,,Total Gross Saving,,6000390.311951999,,₹ Crore
2011-12,Current,2018-19,Gross Saving,Annual,Third Revised Estimates,,,,,6000390.311951999,nan,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,First Revised Estimates,,,Public Non-Financial Corporations,,234706.66875042237,,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,First Revised Estimates,,,Private Non-Financial Corporations,,1838120.3076702617,,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,First Revised Estimates,,,Public Financial Corporations,,219341.756634783,,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,First Revised Estimates,,,Private Financial Corporations,,148197.9116051694,,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,First Revised Estimates,,,General Government,,-162547.81579439298,,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,First Revised Estimates,,,Households Including NPISH,,2938202.8348231018,,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,First Revised Estimates,,,Total Gross Saving,,5216021.663689345,,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,First Revised Estimates,,,,,5216021.663689345,nan,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,Second Revised Estimates,,,Public Non-Financial Corporations,,241223,,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,Second Revised Estimates,,,Private Non-Financial Corporations,,1828272,,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,Second Revised Estimates,,,Public Financial Corporations,,237448,,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,Second Revised Estimates,,,Private Financial Corporations,,150067,,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,Second Revised Estimates,,,General Government,,-195877,,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,Second Revised Estimates,,,Households Including NPISH,,3277259,,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,Second Revised Estimates,,,Total Gross Saving,,5538392.0,,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,Second Revised Estimates,,,,,5538393.0,nan,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,Third Revised Estimates,,,Public Non-Financial Corporations,,237483.12305051013,,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,Third Revised Estimates,,,Private Non-Financial Corporations,,1767890.5278494572,,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,Third Revised Estimates,,,Public Financial Corporations,,237126.84630457498,,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,Third Revised Estimates,,,Private Financial Corporations,,149900.83108856552,,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,Third Revised Estimates,,,General Government,,-208256.70874982572,,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,Third Revised Estimates,,,Households Including NPISH,,3296596.391188093,,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,Third Revised Estimates,,,Total Gross Saving,,5480741.010731375,,₹ Crore
2011-12,Current,2017-18,Gross Saving,Annual,Third Revised Estimates,,,,,5480741.010731375,nan,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,First Revised Estimates,,,Public Non-Financial Corporations,,156767.213636,,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,First Revised Estimates,,,Private Non-Financial Corporations,,1715973.3378257658,,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,First Revised Estimates,,,Public Financial Corporations,,202986.8483135663,,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,First Revised Estimates,,,Private Financial Corporations,,130494.24896052442,,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,First Revised Estimates,,,General Government,,-113309.879696318,,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,First Revised Estimates,,,Households Including NPISH,,2479661.089020721,,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,First Revised Estimates,,,Total Gross Saving,,4572572.858060259,,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,First Revised Estimates,,,,,4572572.858060259,nan,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,Second Revised Estimates,,,Public Non-Financial Corporations,,171889.41138359567,,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,Second Revised Estimates,,,Private Non-Financial Corporations,,1638392.355222928,,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,Second Revised Estimates,,,Public Financial Corporations,,204808.65731356628,,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,Second Revised Estimates,,,Private Financial Corporations,,131750.8657899453,,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,Second Revised Estimates,,,General Government,,-121347.10623200898,,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,Second Revised Estimates,,,Households Including NPISH,,2622927.117130565,,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,Second Revised Estimates,,,Total Gross Saving,,4648421.300608591,,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,Second Revised Estimates,,,,,4648421.300608591,nan,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,Third Revised Estimates,,,Public Non-Financial Corporations,,172186,,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,Third Revised Estimates,,,Private Non-Financial Corporations,,1638833,,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,Third Revised Estimates,,,Public Financial Corporations,,215258,,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,Third Revised Estimates,,,Private Financial Corporations,,133151,,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,Third Revised Estimates,,,General Government,,-121449,,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,Third Revised Estimates,,,Households Including NPISH,,2787134,,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,Third Revised Estimates,,,Total Gross Saving,,4825113.0,,₹ Crore
2011-12,Current,2016-17,Gross Saving,Annual,Third Revised Estimates,,,,,4825113.0,nan,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,First Revised Estimates,,,Public Non-Financial Corporations,,134231.6425651185,,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,First Revised Estimates,,,Private Non-Financial Corporations,,1508717.2793517474,,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,First Revised Estimates,,,Public Financial Corporations,,176888.62887937174,,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,First Revised Estimates,,,Private Financial Corporations,,110750.38445014437,,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,First Revised Estimates,,,General Government,,-135422.234543794,,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,First Revised Estimates,,,Households Including NPISH,,2609920.7908305256,,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,First Revised Estimates,,,Total Gross Saving,,4405086.491533114,,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,First Revised Estimates,,,,,4405086.491533114,nan,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,Second Revised Estimates,,,Public Non-Financial Corporations,,144230.953636,,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,Second Revised Estimates,,,Private Non-Financial Corporations,,1568841.9562648213,,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,Second Revised Estimates,,,Public Financial Corporations,,177191.48997937178,,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,Second Revised Estimates,,,Private Financial Corporations,,113546.207814733,,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,Second Revised Estimates,,,General Government,,-149852.51070397,,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,Second Revised Estimates,,,Households Including NPISH,,2447989.501872417,,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,Second Revised Estimates,,,Total Gross Saving,,4301947.598863373,,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,Second Revised Estimates,,,,,4301947.5988633735,nan,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,Third Revised Estimates,,,Public Non-Financial Corporations,,154015.1723742091,,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,Third Revised Estimates,,,Private Non-Financial Corporations,,1523169.1605727703,,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,Third Revised Estimates,,,Public Financial Corporations,,176513.48377937177,,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,Third Revised Estimates,,,Private Financial Corporations,,115127.0589990901,,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,Third Revised Estimates,,,General Government,,-161478.39026035002,,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,Third Revised Estimates,,,Households Including NPISH,,2474912.9864893635,,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,Third Revised Estimates,,,Total Gross Saving,,4282259.471954455,,₹ Crore
2011-12,Current,2015-16,Gross Saving,Annual,Third Revised Estimates,,,,,4282259.471954455,nan,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,First Revised Estimates,,,Public Non-Financial Corporations,,117351,,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,First Revised Estimates,,,Private Non-Financial Corporations,,1414911,,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,First Revised Estimates,,,Public Financial Corporations,,165470,,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,First Revised Estimates,,,Private Financial Corporations,,170209,,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,First Revised Estimates,,,General Government,,-131729,,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,First Revised Estimates,,,Households Including NPISH,,2380488,,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,First Revised Estimates,,,Total Gross Saving,,4116700.0,,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,First Revised Estimates,,,,,4116700.0,nan,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,Second Revised Estimates,,,Public Non-Financial Corporations,,127499.6822839513,,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,Second Revised Estimates,,,Private Non-Financial Corporations,,1277027.660225043,,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,Second Revised Estimates,,,Public Financial Corporations,,169317.71477601666,,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,Second Revised Estimates,,,Private Financial Corporations,,169723.12584423847,,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,Second Revised Estimates,,,General Government,,-188075.924858813,,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,Second Revised Estimates,,,Households Including NPISH,,2542960.319441965,,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,Second Revised Estimates,,,Total Gross Saving,,4098452.5777124013,,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,Second Revised Estimates,,,,,4098452.5777124013,nan,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,Third Revised Estimates,,,Public Non-Financial Corporations,,129108.26305299999,,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,Third Revised Estimates,,,Private Non-Financial Corporations,,1287944.3233414837,,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,Third Revised Estimates,,,Public Financial Corporations,,169907.90037601665,,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,Third Revised Estimates,,,Private Financial Corporations,,169119.56427147437,,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,Third Revised Estimates,,,General Government,,-175227.31743899203,,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,Third Revised Estimates,,,Households Including NPISH,,2439104.475442455,,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,Third Revised Estimates,,,Total Gross Saving,,4019957.209045438,,₹ Crore
2011-12,Current,2014-15,Gross Saving,Annual,Third Revised Estimates,,,,,4019957.209045438,nan,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Second Revised Estimates,,,Public Non-Financial Corporations,,130770,,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Second Revised Estimates,,,Private Non-Financial Corporations,,1087250,,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Second Revised Estimates,,,Public Financial Corporations,,163073,,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Second Revised Estimates,,,Private Financial Corporations,,131106,,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Second Revised Estimates,,,General Government,,-148089,,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Second Revised Estimates,,,Households Including NPISH,,2360936,,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Second Revised Estimates,,,Total Gross Saving,,3725046.0,,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Second Revised Estimates,,,,,3725046.0,nan,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Third Revised Estimates,,,Public Non-Financial Corporations,,126367.2503466967,,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Third Revised Estimates,,,Private Non-Financial Corporations,,1077202.2824056349,,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Third Revised Estimates,,,Public Financial Corporations,,163183.4451,,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Third Revised Estimates,,,Private Financial Corporations,,129788.94787318887,,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Third Revised Estimates,,,General Government,,-173848.42490264098,,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Third Revised Estimates,,,Households Including NPISH,,2280911.7869247086,,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Third Revised Estimates,,,Total Gross Saving,,3603605.287747588,,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Third Revised Estimates,,,,,3603605.287747588,nan,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Additional Revision,,,Public Non-Financial Corporations,,126250,,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Additional Revision,,,Private Non-Financial Corporations,,1077286,,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Additional Revision,,,Public Financial Corporations,,163183.81,,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Additional Revision,,,Private Financial Corporations,,129900.65356661062,,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Additional Revision,,,General Government,,-173729,,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Additional Revision,,,Households Including NPISH,,2285301.319717486,,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Additional Revision,,,Total Gross Saving,,3608192.7832840965,,₹ Crore
2011-12,Current,2013-14,Gross Saving,Annual,Additional Revision,,,,,3608192.7832840965,nan,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Second Revised Estimates,,,Public Non-Financial Corporations,,123993,,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Second Revised Estimates,,,Private Non-Financial Corporations,,866329,,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Second Revised Estimates,,,Public Financial Corporations,,174833,,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Second Revised Estimates,,,Private Financial Corporations,,125766,,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Second Revised Estimates,,,General Government,,-160048,,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Second Revised Estimates,,,Households Including NPISH,,2233950,,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Second Revised Estimates,,,Total Gross Saving,,3364823.0,,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Second Revised Estimates,,,,,3364823.0,nan,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Third Revised Estimates,,,Public Non-Financial Corporations,,123993.7868680823,,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Third Revised Estimates,,,Private Non-Financial Corporations,,866328.9775147155,,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Third Revised Estimates,,,Public Financial Corporations,,174832.8498,,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Third Revised Estimates,,,Private Financial Corporations,,125774.25452113462,,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Third Revised Estimates,,,General Government,,-158911.483741271,,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Third Revised Estimates,,,Households Including NPISH,,2232748.752870076,,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Third Revised Estimates,,,Total Gross Saving,,3364767.1378327375,,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Third Revised Estimates,,,,,3364767.1378327375,nan,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Additional Revision,,,Public Non-Financial Corporations,,123981,,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Additional Revision,,,Private Non-Financial Corporations,,868212,,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Additional Revision,,,Public Financial Corporations,,174833.18,,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Additional Revision,,,Private Financial Corporations,,125792.76156803907,,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Additional Revision,,,General Government,,-158897,,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Additional Revision,,,Households Including NPISH,,2235279.5941470577,,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Additional Revision,,,Total Gross Saving,,3369201.5357150966,,₹ Crore
2011-12,Current,2012-13,Gross Saving,Annual,Additional Revision,,,,,3369201.5357150966,nan,₹ Crore
2011-12,Current,2011-12,Gross Saving,Annual,Second Revised Estimates,,,Public Non-Financial Corporations,,123769,,₹ Crore
2011-12,Current,2011-12,Gross Saving,Annual,Second Revised Estimates,,,Private Non-Financial Corporations,,723365,,₹ Crore
2011-12,Current,2011-12,Gross Saving,Annual,Second Revised Estimates,,,Public Financial Corporations,,168931,,₹ Crore
2011-12,Current,2011-12,Gross Saving,Annual,Second Revised Estimates,,,Private Financial Corporations,,103440,,₹ Crore
2011-12,Current,2011-12,Gross Saving,Annual,Second Revised Estimates,,,General Government,,-158234,,₹ Crore
2011-12,Current,2011-12,Gross Saving,Annual,Second Revised Estimates,,,Households Including NPISH,,2065453,,₹ Crore
2011-12,Current,2011-12,Gross Saving,Annual,Second Revised Estimates,,,Total Gross Saving,,3026724.0,,₹ Crore
2011-12,Current,2011-12,Gross Saving,Annual,Second Revised Estimates,,,,,3026724.0,nan,₹ Crore
2011-12,Current,2011-12,Gross Saving,Annual,Additional Revision,,,Public Non-Financial Corporations,,123769,,₹ Crore
2011-12,Current,2011-12,Gross Saving,Annual,Additional Revision,,,Private Non-Financial Corporations,,723365,,₹ Crore
2011-12,Current,2011-12,Gross Saving,Annual,Additional Revision,,,Public Financial Corporations,,168930.58,,₹ Crore
2011-12,Current,2011-12,Gross Saving,Annual,Additional Revision,,,Private Financial Corporations,,103439.97945870979,,₹ Crore
2011-12,Current,2011-12,Gross Saving,Annual,Additional Revision,,,General Government,,-158234,,₹ Crore
2011-12,Current,2011-12,Gross Saving,Annual,Additional Revision,,,Households Including NPISH,,2065566.3798351255,,₹ Crore
2011-12,Current,2011-12,Gross Saving,Annual,Additional Revision,,,Total Gross Saving,,3026836.9392938353,,₹ Crore
